OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025EX,2021-03-01T06:43:28.449696,13.87388179,.017412,98.4643,324.8472,11.5390,348.9682,0,U,29853,999,71398,.44123E-3,.548E-5,0
FENGYUN 1C DEB,1999-025EY,2021-03-01T13:49:43.464000,13.81620559,.0150099,98.9977,292.7132,69.4326,321.6414,0,U,29854,999,71206,.17972E-3,.168E-5,0
FENGYUN 1C DEB,1999-025EZ,2021-03-01T06:28:15.150720,13.89248477,.0213855,98.1824,181.8021,261.1183,126.3049,0,U,29855,999,71374,.57E-3,.795E-5,0
FENGYUN 1C DEB,1999-025FA,2021-03-01T12:30:29.538144,14.02249374,.0420661,98.7603,160.1924,278.0416,215.7338,0,U,29856,999,71630,.37957E-3,.1217E-4,0
FENGYUN 1C DEB,1999-025FB,2021-03-01T04:06:28.253376,13.74950900,.020578,98.4307,235.7648,342.9428,16.4877,0,U,29857,999,70713,.42036E-3,.43E-5,0
FENGYUN 1C DEB,1999-025FC,2021-03-01T08:26:04.528320,13.71154761,.0209993,99.1251,210.0957,340.1514,47.9219,0,U,29858,999,70564,.45227E-3,.431E-5,0
FENGYUN 1C DEB,1999-025FD,2021-03-01T13:25:39.952416,13.64014609,.0323762,98.3653,104.2050,199.0867,159.7915,0,U,29859,999,70094,.56725E-3,.609E-5,0
FENGYUN 1C DEB,1999-025FE,2021-03-01T11:57:58.194144,13.66487885,.0247321,98.6073,250.1508,315.6863,67.7939,0,U,29860,999,70201,.70084E-3,.678E-5,0
FENGYUN 1C DEB,1999-025FK,2021-03-01T05:33:19.723392,14.61745044,.0163222,98.9187,144.4217,154.5848,267.5310,0,U,29865,999,75102,.95954E-4,.513E-5,0
FENGYUN 1C DEB,1999-025FL,2021-03-01T13:30:16.733952,14.54699168,.0220982,98.0245,89.7454,280.2303,239.6993,0,U,29866,999,74874,.39097E-4,.172E-5,0
FENGYUN 1C DEB,1999-025FN,2021-03-01T03:23:50.440992,14.56252083,.0267038,98.1927,118.5104,112.1165,279.0740,0,U,29868,999,74729,.89748E-4,.586E-5,0
FENGYUN 1C DEB,1999-025FP,2021-03-01T04:23:46.614624,14.32198599,.0093797,99.0010,278.3500,91.3834,24.6302,0,U,29869,999,73777,.6994E-4,.151E-5,0
FENGYUN 1C DEB,1999-025FQ,2021-03-01T12:45:58.684608,14.28107856,.0120623,98.3508,79.9137,307.2122,205.3083,0,U,29870,999,73650,.92723E-5,-.18E-6,0
FENGYUN 1C DEB,1999-025FR,2021-03-01T10:47:22.253568,14.31324353,.0069268,99.0215,287.1833,188.9858,294.2883,0,U,29871,999,73641,.1389E-3,.33E-5,0
FENGYUN 1C DEB,1999-025FS,2021-03-01T01:11:33.312768,14.30007568,.0263883,98.5138,100.8903,107.4470,255.5743,0,U,29872,999,73559,.98954E-4,.323E-5,0
FENGYUN 1C DEB,1999-025FT,2021-02-28T23:54:00.387648,13.95923285,.0093367,99.4153,206.5981,251.2649,237.1032,0,U,29873,999,71915,.4613E-3,.607E-5,0
FENGYUN 1C DEB,1999-025FU,2021-03-01T10:34:01.449120,14.06492726,.0140421,98.3693,42.2612,345.8229,165.5656,0,U,29874,999,72150,.56254E-3,.977E-5,0
FENGYUN 1C DEB,1999-025FV,2021-03-01T11:34:52.082400,14.24330031,.0083836,98.5990,143.9726,122.5590,303.8866,0,U,29875,999,73446,.1302E-4,-.11E-6,0
FENGYUN 1C DEB,1999-025FW,2021-03-01T07:49:02.468928,14.18768217,.0063361,98.4103,177.9977,49.3340,12.0084,0,U,29876,999,73129,.36511E-4,.37E-6,0
FENGYUN 1C DEB,1999-025FX,2021-03-01T14:08:03.338592,14.20248654,.0048309,98.6436,93.2642,247.1807,277.3517,0,U,29877,999,73144,.11628E-3,.208E-5,0
FENGYUN 1C DEB,1999-025FY,2021-03-01T11:17:52.825056,14.32646084,.0121744,97.0033,146.4020,304.0664,54.9015,0,U,29878,999,73312,.2174E-3,.608E-5,0
FENGYUN 1C DEB,1999-025GA,2021-03-01T06:44:30.401088,13.86038709,.025016,98.1903,170.9203,280.5058,103.5147,0,U,29880,999,71307,.3332E-3,.452E-5,0
FENGYUN 1C DEB,1999-025GB,2021-03-01T08:20:34.046592,13.52760195,.0307855,98.7217,210.3605,272.5421,112.1775,0,U,29881,999,69564,.9971E-3,.854E-5,0
FENGYUN 1C DEB,1999-025GE,2021-03-01T11:53:25.617696,14.29559775,.0053321,99.6197,245.6762,102.5774,284.0467,0,U,29884,999,73520,.15988E-3,.363E-5,0
FENGYUN 1C DEB,1999-025GF,2021-03-01T09:09:30.157056,14.12117089,.0121161,98.2785,107.1197,161.1661,265.6067,0,U,29885,999,72787,.15275E-4,-.8E-7,0
FENGYUN 1C DEB,1999-025GG,2021-03-01T08:22:37.930368,14.37496435,.0035959,99.2166,20.4657,251.2933,263.1462,0,U,29886,999,73435,.5276E-3,.1541E-4,0
FENGYUN 1C DEB,1999-025GH,2021-03-01T08:44:31.079904,14.21951666,.0327042,98.9143,108.8775,38.6056,22.6804,0,U,29887,999,73070,.87674E-4,.279E-5,0
FENGYUN 1C DEB,1999-025GJ,2021-03-01T08:23:45.403584,14.13282193,.0293707,99.0304,186.1964,287.9775,68.9590,0,U,29888,999,72780,.93565E-4,.209E-5,0
FENGYUN 1C DEB,1999-025GK,2021-03-01T11:10:00.890112,14.10505838,.0159401,99.5632,52.0446,202.6343,321.0475,0,U,29889,999,72668,.30815E-4,.12E-6,0
FENGYUN 1C DEB,1999-025GL,2021-02-28T22:20:54.571488,14.14325593,.0016327,99.5182,42.7071,295.5224,64.4258,0,U,29890,999,72692,.40922E-3,.733E-5,0
FENGYUN 1C DEB,1999-025GM,2021-03-01T09:52:26.282784,13.98076469,.0066362,98.8751,114.4746,71.7107,354.8460,0,U,29891,999,72061,-.1255E-3,-.224E-5,0
FENGYUN 1C DEB,1999-025GN,2021-03-01T10:45:59.645664,14.03600294,.0275224,99.1720,143.8098,169.5352,321.3363,0,U,29892,999,71976,.44243E-3,.925E-5,0
FENGYUN 1C DEB,1999-025GP,2021-03-01T15:06:14.124960,13.78476784,.0174086,98.5375,314.7593,203.9322,185.2899,0,U,29893,999,71063,.60955E-4,.31E-6,0
FENGYUN 1C DEB,1999-025GQ,2021-03-01T12:49:35.553792,13.78329123,.0172354,99.6491,74.1336,305.5154,207.2300,0,U,29894,999,70989,.16447E-3,.138E-5,0
FENGYUN 1C DEB,1999-025GR,2021-03-01T08:19:13.286784,13.87903564,.0368671,99.8842,14.0846,323.1523,190.5709,0,U,29895,999,71160,.60311E-3,.1177E-4,0
FENGYUN 1C DEB,1999-025GS,2021-03-01T07:26:37.258080,13.63096360,.0243674,99.5266,332.8209,261.2457,225.2571,0,U,29896,999,70220,.18566E-4,-.28E-6,0
FENGYUN 1C DEB,1999-025GT,2021-03-01T09:49:22.179936,13.48713145,.0317318,98.6374,127.4397,325.8876,92.0494,0,U,29897,999,69329,.76073E-3,.609E-5,0
FENGYUN 1C DEB,1999-025GU,2021-03-01T14:40:25.942368,13.53339369,.0479018,98.2342,304.1619,138.0429,256.4610,0,U,29898,999,69420,.38725E-3,.51E-5,0
FENGYUN 1C DEB,1999-025GV,2021-03-01T12:23:03.445440,13.36787330,.0355494,98.6567,89.8578,148.0932,214.2275,0,U,29899,999,68735,.82057E-4,.28E-6,0
FENGYUN 1C DEB,1999-025GX,2021-03-01T14:19:11.654688,13.31974988,.0382183,98.7595,100.3134,308.9532,207.9793,0,U,29901,999,68650,.93911E-4,.3E-6,0
FENGYUN 1C DEB,1999-025GZ,2021-03-01T09:50:04.555680,14.54104329,.0081534,99.0030,46.7818,137.3888,223.3670,0,U,29903,999,74436,.24659E-3,.1033E-4,0
FENGYUN 1C DEB,1999-025HA,2021-03-01T10:46:30.335808,14.36450805,.0232723,98.9550,343.9713,70.8556,291.7664,0,U,29904,999,73927,.12911E-3,.46E-5,0
FENGYUN 1C DEB,1999-025HC,2021-03-01T04:05:17.935008,14.25060611,.0051135,98.7753,129.3297,241.8820,117.7185,0,U,29906,999,73133,.43806E-3,.995E-5,0
FENGYUN 1C DEB,1999-025HD,2021-03-01T13:18:14.340096,14.01833289,.0092918,99.2353,85.8987,58.7445,91.7716,0,U,29907,999,72055,.28888E-3,.411E-5,0
FENGYUN 1C DEB,1999-025HF,2021-03-01T03:22:41.293344,14.28586996,.0063114,98.7077,131.6033,159.8338,230.8546,0,U,29909,999,73307,.35051E-3,.854E-5,0
FENGYUN 1C DEB,1999-025HH,2021-03-01T08:48:46.156032,14.13023593,.0031803,98.8892,105.4184,91.7059,333.0700,0,U,29911,999,72716,.18595E-3,.304E-5,0
